EMP_Sat_OnPrem_mean,last_evaluation,Emp_Identity,Emp_Position,LinkedIn_Hits,number_project,Sensor_Proximity(1-highest/10-lowest),EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),Percent_Remote,average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,promotion_last_5years,left_Company,Work_accident
3.5,0.76,4,2,8,3,8,4.2,79,0.8,201,3,2,4,4.2,3.2,5032,0,0,0
3.5,0.92,3,2,8,3,4,4.2,74,0.8,168,3,3,3,4.2,2.8,5877,0,0,0
1.8,0.7,1,1,18,3,10,4.2,68,0.5,147,2,4,2,4.2,2.2,1613,0,0,0
3.8,0.57,1,1,7,4,8,4.2,80,0.4,220,2,2,2,2.4,2.2,2551,0,0,1
3.8,0.61,1,1,48,3,9,4.2,75,0.4,272,2,3,1,4.2,2.8,3780,0,0,0
3.8,0.54,2,1,43,6,9,4.2,90,0.4,169,1,4,1,2.4,2.6,1780,0,0,0
3.5,0.7,4,2,7,4,5,4.2,74,0.8,161,3,3,2,4.2,2.4,4245,0,0,1
3.5,0.86,2,1,4,5,9,1.8,88,0.8,262,1,6,1,4.2,3.2,1532,0,1,0
3.5,0.81,2,2,6,3,5,4.2,77,0.8,183,4,2,2,4.2,3.2,5015,0,0,0
3.5,0.83,4,4,10,5,7,4.2,80,0.8,275,2,2,2,4.2,2.8,5395,0,0,0
3.8,0.5,1,2,43,2,6,1.8,67,0.4,147,1,3,1,2.4,2.8,1413,0,1,0
3.5,0.79,3,3,10,3,2,4.2,74,0.8,134,2,3,2,4.2,2.6,4200,0,0,0
3.8,0.61,2,1,18,2,7,4.2,64,0.4,121,2,2,2,4.2,2.6,1839,0,0,0
3.5,0.8,2,2,8,6,3,1.8,87,0.8,282,1,4,1,4.2,3.0,1553,0,1,0
3.5,0.99,2,2,1,3,8,4.2,79,0.8,169,3,3,3,4.6,4.2,4636,0,0,0
1.8,0.67,1,2,18,3,10,4.2,88,0.5,181,1,4,1,4.2,3.0,3696,0,0,0
3.5,0.83,3,2,9,5,1,4.2,76,0.8,266,4,5,2,4.2,2.2,4500,0,0,0
3.8,0.51,1,1,29,4,10,4.2,78,0.4,237,1,3,2,2.4,2.0,3119,0,0,0
1.8,0.65,1,2,37,4,8,4.2,80,0.4,258,2,3,1,4.2,2.4,2289,0,0,0
3.8,0.51,1,2,41,2,8,1.8,62,0.4,156,2,3,2,2.4,1.6,1859,0,1,0
3.8,0.56,1,2,34,5,10,4.2,80,0.4,239,1,3,2,2.4,2.2,3434,0,0,0
3.5,0.92,4,2,10,3,6,4.2,80,0.8,159,4,3,3,4.2,2.4,4784,0,0,0
3.8,0.48,2,1,47,3,7,4.2,71,0.4,135,1,3,2,2.4,2.2,1303,0,0,1
3.5,0.76,2,3,7,6,6,4.2,77,0.8,182,4,3,3,4.2,3.8,4371,0,0,0
3.5,0.87,2,2,7,4,8,4.2,77,0.8,161,3,3,3,4.2,3.8,4799,0,0,0
3.8,0.54,1,2,28,2,10,1.8,66,0.4,153,1,3,2,2.4,1.6,6413,0,1,0
3.8,0.48,1,2,3,4,8,4.2,79,0.4,220,2,3,2,2.4,2.0,2034,0,0,1
3.5,0.82,1,1,4,4,1,1.8,88,0.8,217,1,5,2,4.2,2.8,1503,0,1,0
3.5,0.99,2,2,2,5,4,4.2,72,0.8,146,3,2,2,4.6,3.6,4075,0,0,0
3.5,0.76,4,2,6,3,8,4.2,80,0.8,134,2,3,3,4.2,3.6,4778,0,0,1
3.8,0.47,2,2,43,2,7,1.8,63,0.4,130,1,3,1,2.4,2.4,1094,0,1,0
3.5,0.81,3,2,5,3,8,4.2,77,0.8,275,2,2,2,4.2,2.8,5393,0,0,0
3.5,0.82,2,2,10,3,7,4.2,79,0.8,147,2,4,2,4.2,2.2,5164,0,0,0
3.8,0.52,1,1,21,3,7,4.2,62,0.4,152,2,4,1,2.4,3.4,1596,0,0,0
3.5,0.98,2,3,4,3,4,4.2,78,0.8,251,4,3,3,4.6,2.8,5291,0,0,1
3.5,0.9,4,2,1,4,4,4.2,72,0.8,185,4,3,3,4.2,2.8,4786,0,0,0
3.5,0.77,3,2,4,4,4,4.2,76,0.8,196,2,2,3,4.2,3.2,5852,0,0,1
3.5,0.95,4,2,4,6,9,4.2,75,0.8,147,3,3,3,4.2,2.4,4549,0,0,0
3.8,0.47,2,2,8,2,8,1.8,73,0.4,146,1,3,2,2.4,2.8,8396,0,1,0
3.5,0.72,4,3,4,5,1,4.2,78,0.8,196,2,3,3,4.2,4.2,4271,0,0,0
1.8,0.68,2,2,33,3,6,4.2,63,0.5,165,1,3,1,4.2,3.0,1500,0,0,1
3.5,0.88,1,2,3,4,4,1.8,87,0.8,269,1,5,1,4.2,1.8,1118,0,1,0
3.8,0.5,1,2,34,5,7,4.2,78,0.4,272,1,3,1,2.4,3.4,2993,0,0,0
3.5,0.95,3,3,1,4,9,4.2,77,0.8,199,3,4,3,4.2,3.4,5585,0,0,0
3.8,0.4,2,2,21,3,9,4.2,69,0.4,158,1,3,2,2.4,2.8,1553,0,0,0
3.5,0.89,2,3,7,3,1,4.2,77,0.8,220,3,2,3,4.2,3.8,5653,0,0,0
3.5,0.99,2,2,3,3,1,4.2,77,0.8,216,4,3,3,4.6,1.8,5817,0,0,0
3.5,0.77,3,4,1,3,5,4.2,77,0.8,260,2,2,4,4.2,3.0,5970,0,0,0
3.5,0.96,4,2,8,3,8,4.2,76,0.8,132,2,2,2,4.2,3.8,5810,0,0,0
3.5,0.88,1,2,5,4,3,1.8,87,0.8,263,2,5,2,4.2,2.4,1874,0,1,1
3.5,0.97,1,1,9,6,4,1.8,89,0.8,288,2,4,1,4.6,3.0,1575,0,1,0
3.8,0.55,2,1,15,2,6,1.8,73,0.4,147,1,3,2,2.4,2.4,1283,0,1,0
3.5,0.73,3,4,1,5,1,4.2,78,0.8,185,2,3,2,4.2,3.2,4925,0,0,0
3.5,0.84,4,4,7,4,4,4.2,80,0.8,223,2,3,2,4.2,2.4,5935,0,0,0
3.8,0.46,1,1,18,2,10,1.8,72,0.4,155,2,3,2,2.4,2.8,1948,0,1,0
3.5,0.95,4,3,3,3,2,4.2,80,0.8,242,3,5,2,4.2,3.8,4026,0,0,0
3.5,0.96,4,4,7,3,2,4.2,77,0.8,202,3,4,2,4.6,2.0,4458,0,0,1
3.5,0.82,4,3,6,3,4,4.2,76,0.8,213,3,3,3,4.2,3.0,5535,0,0,0
3.8,0.47,1,1,62,4,7,4.2,89,0.4,191,2,3,2,2.4,3.2,3499,0,0,0
1.8,0.7,1,2,18,4,8,4.2,86,0.5,179,2,2,1,4.2,2.4,1369,0,0,0
3.5,0.81,3,2,7,3,4,4.2,75,0.8,253,2,2,4,4.2,2.8,5846,0,0,0
3.8,0.49,2,1,5,2,9,1.8,67,0.4,146,1,3,2,2.4,2.8,1757,0,1,0
3.5,0.9,2,3,9,4,1,4.2,78,0.8,273,2,2,3,4.2,3.2,4221,0,0,1
3.8,0.51,2,2,24,4,10,4.2,80,0.4,201,2,4,2,2.4,2.2,3810,0,0,0
3.8,0.49,1,2,21,2,7,1.8,60,0.4,145,2,3,2,2.4,2.4,7434,0,1,0
3.5,0.9,2,2,6,4,8,1.8,85,0.8,237,1,5,1,4.2,2.2,1734,0,1,0
3.5,0.84,4,2,4,4,4,4.2,77,0.8,242,2,2,3,4.2,3.4,5341,0,0,1
3.8,0.53,1,1,9,3,6,4.2,60,0.4,141,1,3,1,2.4,2.2,1184,0,0,0
3.5,0.91,1,2,8,6,4,1.8,88,0.8,255,2,4,2,4.2,2.0,1805,0,1,0
3.5,0.89,2,2,6,4,9,4.2,79,0.8,135,4,3,2,4.2,2.8,4335,0,0,0
3.5,0.92,4,2,2,2,4,4.2,80,0.8,211,3,2,2,4.2,3.8,4611,0,0,0
3.8,0.49,2,1,20,2,10,1.8,63,0.4,127,1,3,1,2.4,1.8,7442,0,1,0
3.8,0.49,2,1,63,4,8,4.2,79,0.4,222,1,3,1,2.4,3.0,3812,0,0,0
3.8,0.5,2,2,17,3,9,4.2,79,0.4,201,2,2,2,2.4,2.0,2380,0,0,0
3.8,0.6,1,2,57,4,7,4.2,87,0.4,170,2,2,1,4.2,2.0,1533,0,0,1
3.8,0.46,2,1,22,6,8,4.2,75,0.4,240,2,2,1,2.4,2.0,3371,0,0,0
3.8,0.46,1,2,25,2,9,1.8,73,0.4,140,2,3,2,2.4,2.2,1291,0,1,0
3.5,0.72,3,2,6,4,8,4.2,76,0.8,249,2,3,2,4.2,2.6,5657,0,0,1
3.5,0.81,2,3,1,2,1,4.2,79,0.8,214,2,3,3,4.2,2.8,4391,0,0,0
3.5,0.88,3,2,1,5,3,4.2,74,0.8,150,3,4,3,4.2,3.0,5211,0,0,0
3.8,0.6,1,1,25,4,10,4.2,78,0.4,222,1,3,1,4.2,2.8,2582,0,0,0
3.8,0.54,2,1,28,4,7,4.2,88,0.4,147,1,10,1,2.4,2.4,1695,0,0,0
3.5,0.92,3,3,3,3,3,4.2,75,0.8,151,2,3,4,4.2,2.2,4938,0,0,0
3.8,0.46,1,2,46,2,7,1.8,67,0.4,153,2,3,1,2.4,3.4,6849,0,1,1
3.5,0.96,2,2,1,3,9,4.2,76,0.8,271,4,3,3,4.6,3.4,4444,0,0,1
1.8,0.63,1,2,43,3,6,4.2,77,0.4,249,1,3,2,4.2,1.8,3277,0,0,0
3.5,0.74,3,2,9,3,7,4.2,77,0.8,253,2,4,3,4.2,3.2,4682,0,0,1
3.5,0.76,3,3,2,5,2,4.2,75,0.8,198,3,4,2,4.2,2.8,5316,0,0,0
1.8,0.63,1,2,4,3,7,4.2,75,0.4,150,1,3,2,4.2,2.0,1910,0,0,1
3.5,0.87,3,2,2,3,8,4.2,77,0.8,229,4,3,3,4.2,3.0,4447,0,0,0
3.8,0.48,1,2,48,3,10,4.2,78,0.4,224,2,3,1,2.4,1.6,3402,0,0,0
3.8,0.55,2,1,18,5,6,4.2,85,0.4,134,2,3,1,2.4,2.6,1803,0,0,0
3.8,0.52,2,1,10,5,6,4.2,77,0.4,218,2,5,1,2.4,2.6,2899,0,0,0
3.5,0.76,4,2,7,5,6,4.2,77,0.8,219,2,4,2,4.2,2.6,4787,0,0,0
3.5,0.91,3,3,4,3,3,4.2,76,0.8,251,4,2,3,4.2,3.0,4074,0,0,0
3.8,0.6,2,2,1,3,7,4.2,79,0.4,261,1,2,2,4.2,2.4,3398,0,0,1
1.8,0.68,2,2,6,3,6,4.2,61,0.5,150,1,3,2,4.2,1.6,1775,0,0,0
3.5,0.85,2,1,1,7,4,1.8,90,0.8,279,1,4,2,4.2,2.0,1480,0,1,0
3.5,0.91,3,2,10,3,5,4.2,80,0.8,165,3,3,2,4.2,3.2,5823,0,0,1
3.8,0.46,1,1,49,2,10,4.2,61,0.4,152,1,2,1,2.4,2.4,1764,0,0,0
3.5,0.73,2,3,10,3,3,4.2,76,0.8,201,3,10,2,4.2,2.4,5281,0,0,0
3.5,0.92,2,2,3,4,6,4.2,75,0.8,189,4,2,3,4.2,3.2,5837,0,0,0
3.5,0.77,3,3,8,5,6,4.2,77,0.8,279,4,4,3,4.2,3.4,4418,0,0,0
1.8,0.66,1,1,46,5,9,4.2,86,0.5,192,1,3,1,4.2,2.8,3709,0,0,0
3.5,1.0,2,2,2,4,7,1.8,87,0.8,267,2,5,1,4.6,1.6,1307,0,1,0
3.8,0.5,2,1,7,2,6,1.8,67,0.4,140,2,3,1,2.4,2.4,7718,0,1,0
3.5,0.93,4,3,6,3,5,4.2,76,0.8,228,4,4,3,4.2,2.4,4947,0,0,0
1.8,0.66,1,2,56,4,6,4.2,76,0.5,223,1,3,2,4.2,2.4,3158,0,0,0
3.5,0.76,2,4,5,4,9,4.2,72,0.8,148,2,8,3,4.2,3.0,4851,0,0,0
3.8,0.53,2,2,11,2,8,4.2,75,0.4,217,1,2,1,2.4,1.8,3676,0,0,0
3.5,0.85,3,3,1,4,2,4.2,80,0.8,272,2,2,3,4.2,3.0,5378,0,0,0
3.5,0.88,2,4,7,2,2,4.2,72,0.8,149,4,4,3,4.2,3.6,5434,0,0,0
3.8,0.49,2,2,15,3,8,4.2,76,0.4,259,2,6,2,2.4,2.8,2829,0,0,0
3.8,0.59,2,1,1,4,9,4.2,86,0.4,140,1,3,1,2.4,2.0,1464,0,0,0
3.5,0.79,1,1,7,7,5,1.8,89,0.8,310,2,4,2,4.2,1.8,1294,0,1,0
3.5,0.84,3,2,3,5,6,4.2,73,0.8,154,3,2,2,4.2,3.0,5440,0,0,1
3.5,0.85,4,2,6,3,4,4.2,80,0.8,151,2,6,2,4.2,2.4,4279,0,0,1
3.5,0.74,2,3,8,3,5,4.2,75,0.8,224,4,2,3,4.2,2.4,4162,0,0,0
3.5,0.97,4,4,2,5,5,4.2,70,0.8,151,4,3,3,4.6,2.6,5506,0,0,0
3.8,0.48,1,2,57,5,10,4.2,86,0.4,113,1,2,2,2.4,2.2,1433,0,0,0
3.5,0.98,1,1,5,4,2,1.8,85,0.8,242,1,6,2,4.6,2.2,1411,0,1,0
3.8,0.55,1,2,22,3,10,4.2,67,0.4,170,2,3,1,2.4,1.4,1089,0,0,0
3.5,0.96,1,1,2,4,1,1.8,90,0.8,241,2,5,2,4.2,2.2,1043,0,1,0
3.5,0.89,4,2,3,3,3,4.2,80,0.8,264,3,3,2,4.2,2.4,4970,0,0,0
3.5,0.93,2,3,1,2,2,4.2,79,0.8,271,4,3,2,4.2,2.8,4537,0,0,0
1.8,0.62,2,1,2,4,8,4.2,88,0.4,190,2,3,1,4.2,3.2,2125,0,0,0
3.5,0.83,1,2,6,2,9,1.8,88,0.8,211,1,3,1,4.2,2.0,1760,0,1,0
3.5,0.99,2,1,1,2,1,1.8,89,0.8,277,2,3,1,4.6,1.6,1738,0,1,0
3.5,0.83,2,3,5,3,7,4.2,74,0.8,171,4,3,3,4.2,2.8,4310,0,0,1
3.5,0.93,2,3,10,4,2,4.2,79,0.8,248,2,3,2,4.2,3.6,4532,0,0,0
3.8,0.55,1,1,44,5,10,4.2,77,0.4,251,2,10,2,2.4,2.2,3064,0,0,0
3.5,0.84,2,2,3,4,7,4.2,77,0.8,197,4,2,2,4.2,3.6,4379,0,0,0
3.8,0.53,1,1,35,3,6,4.2,60,0.4,121,1,4,2,2.4,2.4,1562,0,0,0
3.5,0.9,3,2,3,5,5,4.2,73,0.8,103,4,5,3,4.2,2.6,4966,0,0,0
3.8,0.56,2,1,35,4,10,4.2,87,0.4,141,1,4,2,2.4,2.2,1528,0,0,0
1.8,0.66,2,2,41,3,6,4.2,77,0.5,208,1,3,1,4.2,3.2,3977,0,0,0
3.5,0.71,4,2,2,2,8,4.2,76,0.8,117,3,3,2,4.2,3.8,4268,0,0,0
3.8,0.41,2,1,9,3,7,4.2,85,0.4,193,2,2,2,2.4,1.8,2864,0,0,1
3.8,0.44,2,1,22,5,10,4.2,88,0.4,131,1,5,1,2.4,3.8,1601,0,0,1
3.8,0.56,5,2,28,4,8,4.2,75,0.4,214,5,3,2,2.4,3.2,3294,1,0,0
3.8,0.55,1,2,59,3,9,4.2,88,0.4,199,2,2,2,2.4,2.4,3758,0,0,1
3.5,0.8,3,2,7,5,1,4.2,75,0.8,203,2,6,4,4.2,3.0,5289,0,0,0
3.5,0.97,3,2,3,4,9,4.2,80,0.8,258,2,3,3,4.6,3.8,5422,0,0,0
3.5,1.0,2,1,2,5,7,1.8,87,0.8,257,2,6,1,4.6,1.8,1258,0,1,0
3.8,0.39,2,2,8,6,8,4.2,86,0.4,105,2,6,2,2.4,3.2,1558,0,0,0
1.8,0.62,4,1,49,3,10,4.2,80,0.4,238,2,4,2,4.2,2.0,3179,1,0,0
3.5,0.9,4,3,4,3,5,4.2,71,0.8,193,3,3,4,4.2,2.4,5817,0,0,0
3.5,0.8,3,3,2,5,4,4.2,75,0.8,169,2,4,3,4.2,3.0,4188,0,0,0
1.8,0.62,2,2,28,4,8,4.2,86,0.4,157,2,3,2,4.2,2.6,1557,0,0,0
1.8,0.62,2,1,20,6,8,1.8,87,0.4,135,1,5,2,4.2,2.2,1266,0,1,0
3.5,0.87,2,1,5,7,7,1.8,85,0.8,278,2,4,1,4.2,2.8,1126,0,1,0
1.8,0.64,4,2,32,3,10,4.2,69,0.4,178,5,2,1,4.2,2.4,1329,1,0,0
3.5,0.75,2,3,5,4,6,4.2,79,0.8,175,4,4,2,4.2,1.8,5177,0,0,0
3.8,0.49,1,2,6,2,6,1.8,73,0.4,160,2,3,2,2.4,2.6,6565,0,1,0
3.8,0.6,1,2,21,4,7,4.2,86,0.4,170,2,3,1,4.2,2.2,1588,0,0,0
3.8,0.54,1,2,44,2,7,1.8,64,0.4,153,1,3,1,2.4,1.6,1335,0,1,0
3.5,0.83,1,1,5,5,7,1.8,85,0.8,249,1,4,2,4.2,2.2,1027,0,1,0
0.0,1.0,4,5,2,5,8,4.2,80,0.8,264,5,8,5,4.6,2.6,5252,1,0,0
3.8,0.47,2,1,25,2,10,1.8,73,0.4,129,2,3,2,2.4,2.6,1736,0,1,0
3.8,0.56,2,1,22,3,6,4.2,67,0.4,151,1,3,2,2.4,2.4,1273,0,0,0
3.5,0.85,2,2,2,4,5,4.2,80,0.8,195,4,4,3,4.2,2.6,5464,0,0,0
3.8,0.5,2,2,19,4,9,4.2,75,0.4,267,2,3,1,2.4,1.2,3606,0,0,0
3.8,0.56,1,1,42,2,6,4.2,80,0.4,214,1,3,1,2.4,2.4,2337,0,0,1
3.5,0.93,2,3,7,6,5,4.2,79,0.8,257,3,6,2,4.2,3.2,4265,0,0,1
3.5,0.86,1,2,5,5,1,1.8,89,0.8,223,1,5,2,4.2,3.0,1678,0,1,1
3.5,0.94,3,4,2,4,5,4.2,76,0.8,233,4,6,4,4.2,2.4,5406,0,0,0
3.5,0.97,3,2,8,4,5,4.2,77,0.8,212,4,2,2,4.6,2.6,5513,0,0,0
3.5,0.89,4,3,6,5,6,4.2,79,0.8,169,4,4,3,4.2,2.6,4253,0,0,0
3.8,0.4,2,1,19,2,8,4.2,78,0.4,277,2,2,1,2.4,2.8,2821,0,0,0
3.8,0.55,2,2,33,2,9,1.8,70,0.4,155,1,3,1,2.4,2.2,1011,0,1,0
3.5,0.87,1,1,5,5,8,1.8,88,0.8,245,1,5,1,4.2,2.0,1996,0,1,0
3.5,0.79,4,2,4,3,7,4.2,78,0.8,111,2,2,3,4.2,2.4,4245,0,0,0
3.8,0.54,1,2,19,2,7,1.8,74,0.4,159,2,3,1,2.4,2.4,8441,0,1,0
3.5,0.8,2,2,6,6,6,1.8,85,0.8,304,2,5,2,4.2,2.8,1178,0,1,0
3.8,0.51,1,1,61,5,10,4.2,79,0.4,274,2,4,1,2.4,2.8,3750,0,0,0
1.8,0.61,5,1,38,4,7,4.2,75,0.4,262,2,3,2,4.2,2.4,3139,1,0,1
3.5,0.8,1,1,3,5,2,1.8,87,0.8,279,1,4,2,4.2,3.2,1499,0,1,0
3.8,0.46,2,1,38,6,8,4.2,87,0.4,145,2,3,2,2.4,2.0,1826,0,0,0
3.5,0.83,2,3,5,4,2,4.2,79,0.8,246,2,3,3,4.2,3.4,5960,0,0,0
3.5,0.96,2,3,6,3,1,4.2,76,0.8,250,3,3,2,4.2,3.8,5832,0,0,0
3.5,0.79,2,3,7,3,8,4.2,75,0.8,270,2,3,2,4.2,2.8,4690,0,0,0
3.5,0.84,2,2,1,5,2,1.8,89,0.8,265,1,5,1,4.2,2.0,1568,0,1,0
3.5,0.86,2,3,1,4,4,4.2,71,0.8,195,3,4,4,4.2,4.0,5004,0,0,0
3.5,0.86,1,2,9,5,7,1.8,89,0.8,235,2,5,1,4.2,2.2,1032,0,1,0
3.5,0.98,1,1,10,4,9,1.8,86,0.8,249,1,5,1,4.6,2.0,1067,0,1,0
3.8,0.51,2,2,65,2,6,1.8,62,0.4,144,1,3,2,2.4,1.6,1158,0,1,0
3.5,0.84,2,2,7,6,3,1.8,87,0.8,246,1,4,1,4.2,2.2,1071,0,1,0
3.8,0.59,1,1,54,5,10,4.2,89,0.4,162,1,2,1,2.4,2.0,1635,0,0,0
3.5,0.94,4,3,10,4,6,4.2,75,0.8,240,3,4,3,4.2,3.6,5965,0,0,0
3.5,0.97,2,3,9,4,6,4.2,80,0.8,233,2,3,2,4.6,3.6,4300,0,0,0
3.8,0.52,1,1,23,5,7,4.2,87,0.4,109,2,4,1,2.4,2.2,1840,0,0,0
3.5,0.82,1,1,2,6,6,1.8,89,0.8,249,2,4,2,4.2,2.2,1326,0,1,0
3.8,0.48,1,1,59,3,7,4.2,73,0.4,145,2,2,1,2.4,2.0,1460,0,0,0
3.8,0.49,1,1,18,3,9,4.2,88,0.4,180,2,3,1,2.4,2.0,1042,0,0,1
3.8,0.56,1,1,34,3,6,4.2,88,0.4,183,2,4,1,2.4,3.0,3396,0,0,1
3.5,0.88,3,3,10,3,6,4.2,75,0.8,224,2,2,3,4.2,3.4,4380,0,0,0
3.5,0.94,4,2,9,3,1,4.2,80,0.8,177,4,3,3,4.2,3.6,5427,0,0,0
1.8,0.69,2,1,64,2,10,4.2,87,0.5,193,2,3,1,4.2,1.8,2867,0,0,0
3.8,0.56,1,2,45,2,9,1.8,63,0.4,143,2,3,2,2.4,2.4,7268,0,1,0
3.5,0.89,3,3,9,4,3,4.2,71,0.8,136,4,4,2,4.2,3.4,5038,0,0,0
3.5,0.78,4,3,1,4,1,4.2,77,0.8,163,3,6,4,4.2,2.2,4584,0,0,0
3.5,0.81,4,4,1,4,7,4.2,75,0.8,272,3,3,4,4.2,2.6,4933,0,0,0
1.8,0.64,2,2,17,4,9,4.2,76,0.4,201,2,10,1,4.2,2.4,2059,0,0,1
1.8,0.68,2,1,6,3,9,4.2,79,0.5,214,2,8,2,4.2,2.0,2924,0,0,1
3.5,0.78,2,3,7,4,4,4.2,78,0.8,245,4,3,2,4.2,3.0,4297,0,0,0
3.5,0.91,2,3,3,4,2,4.2,78,0.8,148,4,2,2,4.2,2.6,4651,0,0,0
3.5,0.82,3,2,1,2,5,4.2,76,0.8,207,3,4,2,4.2,4.0,5742,0,0,1
3.8,0.49,1,1,31,3,10,4.2,63,0.4,159,1,4,2,2.4,2.8,1981,0,0,1
3.8,0.55,4,5,22,3,10,4.2,79,0.4,246,5,2,1,2.4,2.4,3991,1,0,0
3.5,0.95,3,2,9,4,5,4.2,78,0.8,204,2,3,2,4.2,3.8,4757,0,0,1
3.5,0.83,4,2,6,4,8,4.2,75,0.8,249,3,3,3,4.2,2.0,5051,0,0,1
3.8,0.57,1,1,56,5,9,4.2,77,0.4,215,2,4,2,2.4,2.8,3905,0,0,0
3.5,0.97,3,3,8,4,1,4.2,76,0.8,203,3,2,3,4.6,3.2,5597,0,0,0
3.5,0.83,2,3,8,5,8,4.2,73,0.8,173,4,4,2,4.2,3.6,5284,0,0,0
3.5,0.79,4,2,9,5,2,4.2,76,0.8,269,2,2,3,4.2,2.6,5517,0,0,0
3.8,0.49,1,1,43,3,8,4.2,79,0.4,237,2,2,1,2.4,2.4,2869,0,0,0
3.8,0.54,2,1,12,3,6,4.2,77,0.4,255,2,2,2,2.4,2.2,3614,0,0,1
1.8,0.62,2,1,9,4,9,4.2,88,0.4,140,2,3,1,4.2,2.4,1431,0,0,1
3.8,0.42,2,1,3,2,6,4.2,87,0.4,199,1,2,1,2.4,2.4,2984,0,0,0
3.8,0.54,2,2,1,3,10,4.2,64,0.4,115,1,3,1,2.4,2.0,1111,0,0,0
3.5,0.85,4,3,5,3,5,4.2,76,0.8,172,2,2,3,4.2,2.6,5919,0,0,0
3.5,0.98,3,2,2,4,1,4.2,78,0.8,246,4,3,4,4.6,2.6,4150,0,0,0
3.5,0.91,3,4,2,3,9,4.2,75,0.8,142,2,6,3,4.2,3.8,5748,0,0,1
3.5,0.74,4,3,5,6,7,4.2,77,0.8,132,2,4,4,4.2,3.8,5235,0,0,1
3.5,0.83,4,4,8,2,3,4.2,71,0.8,167,2,3,3,4.2,4.0,4605,0,0,0
3.8,0.55,1,2,11,2,9,4.2,80,0.4,215,2,6,2,2.4,1.8,3303,0,0,0
3.5,0.84,3,2,9,4,8,4.2,74,0.8,142,3,10,3,4.2,3.2,4280,0,0,0
3.8,0.58,2,2,27,5,10,4.2,77,0.4,205,2,2,1,2.4,2.4,3569,0,0,1
3.8,0.5,1,1,43,2,6,1.8,65,0.4,135,1,3,1,2.4,2.8,1200,0,1,0
3.5,0.72,3,2,2,4,6,4.2,79,0.8,266,2,3,3,4.2,2.2,5413,0,0,0
3.5,0.92,2,2,6,4,3,1.8,85,0.8,239,2,5,1,4.2,1.4,1239,0,1,0
3.8,0.49,2,2,26,3,10,4.2,86,0.4,185,1,3,1,2.4,2.6,3414,0,0,0
3.8,0.49,2,1,2,4,9,4.2,87,0.4,142,1,3,1,2.4,2.0,1790,0,0,0
3.5,0.96,2,4,10,3,9,4.2,79,0.8,201,3,3,4,4.2,3.6,4032,0,0,0
3.5,0.82,2,2,2,6,8,1.8,85,0.8,249,2,4,2,4.2,2.0,1189,0,1,0
3.8,0.57,2,2,31,5,10,4.2,85,0.4,162,1,3,1,2.4,2.2,1364,0,0,0
3.5,0.83,2,3,7,5,1,4.2,79,0.8,241,3,2,2,4.2,3.2,4413,0,0,0
1.8,0.7,2,1,4,3,6,4.2,76,0.5,274,1,3,2,4.2,2.6,2087,0,0,0
1.8,0.61,5,2,29,2,6,4.2,63,0.4,176,5,5,2,4.2,2.2,1254,1,0,0
3.5,0.93,2,2,10,6,1,1.8,86,0.8,270,1,4,1,4.2,3.0,1698,0,1,0
1.8,0.64,2,1,2,4,7,4.2,78,0.4,212,1,4,2,4.2,3.0,3830,0,0,0
1.8,0.65,1,2,1,3,9,4.2,75,0.4,202,1,3,2,4.2,2.8,3738,0,0,0
3.5,0.98,2,1,7,6,8,1.8,88,0.8,268,2,4,2,4.6,2.6,1600,0,1,0
3.5,0.9,1,2,3,7,6,1.8,85,0.8,289,2,4,2,4.2,3.2,1656,0,1,0
3.5,0.72,3,3,9,3,2,4.2,76,0.8,217,2,2,2,4.2,2.8,5450,0,0,0
3.8,0.58,1,1,29,3,8,4.2,74,0.4,155,2,3,1,2.4,1.8,1712,0,0,0
1.8,0.7,1,2,27,3,8,4.2,75,0.5,243,2,3,1,4.2,2.6,2052,0,0,0
1.8,0.63,2,2,20,4,6,4.2,75,0.4,270,2,3,1,4.2,2.8,3185,0,0,1
3.5,0.98,4,2,4,4,7,4.2,70,0.8,154,3,3,2,4.6,2.8,5393,0,0,0
3.5,0.81,2,2,7,6,9,4.2,75,0.8,263,2,7,3,4.2,2.4,5216,0,0,0
3.8,0.42,2,1,6,2,6,4.2,60,0.4,142,1,3,1,2.4,2.0,1079,0,0,1
3.5,0.77,5,3,3,3,9,4.2,72,0.8,152,4,3,2,4.2,3.2,5839,1,0,0
3.5,0.85,2,2,8,4,3,4.2,74,0.8,134,4,10,2,4.2,3.8,4337,0,0,1
3.8,0.43,2,1,53,3,9,4.2,69,0.4,128,1,3,1,2.4,1.8,1867,0,0,0
1.8,0.67,1,2,14,5,10,4.2,77,0.5,219,2,3,2,4.2,3.0,2447,0,0,0
3.8,0.54,1,2,9,2,10,1.8,68,0.4,130,1,3,2,2.4,2.4,1882,0,1,0
3.5,0.88,3,2,5,5,8,4.2,76,0.8,256,3,4,3,4.2,3.0,4970,0,0,0
3.5,1.0,2,2,3,2,2,1.8,86,0.8,160,1,5,1,4.6,1.8,1645,0,1,0
3.5,0.94,2,4,9,4,7,4.2,78,0.8,253,4,3,4,4.2,3.6,5502,0,0,0
1.8,0.67,2,2,56,4,9,4.2,88,0.5,189,1,4,1,4.2,2.4,2646,0,0,0
