EMP_Sat_OnPrem_mean,Emp_Identity,Emp_Position,number_project,EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,left_Company,salary,Work_accident
3.8,2,2,3,4.2,78,233,2,2,2,2.4,2.8,2076,0,low,0
3.8,1,2,4,4.2,76,225,2,3,1,2.4,2.6,2587,0,low,0
3.5,3,2,4,4.2,77,174,2,3,2,4.2,3.4,5920,0,low,0
3.5,3,3,4,4.2,77,159,2,5,3,4.2,2.8,5547,0,low,0
3.5,2,3,4,4.2,79,272,2,2,2,4.2,2.6,5666,0,low,0
3.5,2,2,4,4.2,79,272,4,4,2,4.2,3.2,5566,0,low,0
3.8,2,2,4,4.2,77,241,2,2,2,2.4,2.2,3844,0,low,0
1.8,1,1,4,4.2,80,264,1,2,1,4.2,2.6,2203,0,medium,0
1.8,1,1,3,4.2,66,174,2,3,1,4.2,2.2,1337,0,low,0
3.5,2,3,3,4.2,78,183,4,2,3,4.2,2.6,5881,0,low,0
3.5,2,3,4,4.2,78,152,3,5,2,4.2,3.4,5711,0,medium,0
1.8,2,2,5,4.2,86,168,1,3,2,4.2,3.4,1779,0,low,0
3.5,4,2,5,4.2,74,154,2,2,3,4.2,2.4,5528,0,low,0
3.5,2,1,6,1.8,89,280,2,4,1,4.6,2.6,1753,1,low,0
3.8,2,2,7,1.8,85,278,2,3,2,2.4,2.8,1224,1,low,0
3.8,1,2,3,4.2,62,104,2,7,1,2.4,3.0,1688,0,high,0
3.8,2,2,4,4.2,90,147,1,2,2,2.4,2.0,1262,0,low,0
3.5,2,3,6,4.2,79,227,4,5,2,4.2,3.6,4388,0,medium,0
3.5,4,3,5,4.2,78,279,3,5,4,4.2,2.6,4405,0,medium,0
3.8,2,1,2,1.8,73,128,1,3,2,2.4,3.2,1765,1,low,0
1.8,1,2,5,4.2,80,254,1,5,2,4.2,2.2,2508,0,low,1
3.8,2,1,2,1.8,67,137,1,3,2,2.4,2.6,1064,1,low,0
3.8,1,2,4,4.2,86,158,1,2,1,2.4,2.6,1998,0,low,0
3.8,1,1,3,4.2,78,241,2,6,2,2.4,2.4,2464,0,low,1
3.5,3,3,3,4.2,77,187,2,3,3,4.6,3.2,5334,0,medium,1
3.5,3,3,3,4.2,74,199,3,2,2,4.2,3.6,5531,0,medium,0
3.8,2,1,2,1.8,64,135,1,3,1,2.4,3.0,1417,1,low,0
3.5,3,2,5,4.2,74,174,4,3,3,4.2,3.0,5064,0,medium,0
1.8,1,2,4,4.2,79,233,2,2,1,4.2,2.0,2291,0,medium,0
3.5,3,4,6,4.2,80,206,2,6,2,4.2,2.8,4243,0,medium,0
3.5,1,1,6,1.8,90,260,1,4,2,4.2,2.6,1221,1,low,0
3.8,2,2,3,4.2,80,225,1,4,2,2.4,2.6,2404,0,medium,1
3.5,3,2,4,4.2,79,172,2,4,2,4.2,3.6,5900,0,medium,0
3.5,4,3,3,4.2,70,143,3,3,3,4.2,2.6,5261,0,low,0
3.8,2,1,3,4.2,78,242,2,3,2,2.4,2.6,2947,0,medium,0
3.5,3,3,4,4.2,74,177,4,3,4,4.2,3.4,4382,0,medium,0
3.8,1,1,3,4.2,64,158,2,8,2,2.4,3.0,1695,0,low,1
3.8,1,2,3,4.2,75,255,1,2,2,2.4,2.8,3311,0,high,0
3.8,1,2,2,1.8,71,140,2,3,2,2.4,3.0,1961,1,low,0
3.8,1,2,4,4.2,76,259,2,2,2,2.4,2.2,3348,0,low,0
3.8,1,2,5,4.2,88,131,1,6,2,2.4,1.4,1356,0,medium,0
3.8,2,1,3,4.2,74,142,1,3,2,2.4,1.8,1148,0,medium,1
3.5,1,1,7,1.8,87,255,1,4,2,4.2,2.6,1373,1,medium,0
1.8,1,2,4,4.2,77,226,2,2,1,4.2,2.0,3154,0,high,0
3.5,3,3,6,4.2,79,157,2,6,2,4.2,2.6,4631,0,low,1
3.5,2,3,3,4.2,74,168,2,2,3,4.6,3.8,4699,0,medium,0
3.5,2,2,5,4.2,70,162,2,2,2,4.2,2.8,5868,0,medium,0
3.5,4,3,4,4.2,75,168,3,3,3,4.2,3.2,4759,0,high,0
3.8,1,2,4,4.2,78,262,2,4,1,4.2,3.0,2871,0,low,0
3.5,1,2,3,1.8,88,183,1,5,1,4.2,2.8,1504,1,low,0
3.5,4,2,3,4.2,73,147,4,3,3,4.2,2.8,5357,0,medium,1
3.8,1,2,2,1.8,72,128,2,3,1,2.4,2.4,1661,1,low,0
3.5,4,3,4,4.2,76,211,3,3,2,4.2,1.8,5757,0,high,0
3.8,2,2,4,4.2,87,147,2,2,1,2.4,2.4,1511,0,medium,0
3.5,1,1,6,1.8,85,252,1,4,2,4.2,2.8,1460,1,low,0
3.5,2,3,4,4.2,80,267,2,5,3,4.2,2.8,4720,0,low,0
3.5,2,3,3,4.2,80,269,3,3,2,4.2,2.6,5910,0,high,1
3.5,4,2,5,4.2,72,198,2,3,2,4.2,4.0,4680,0,low,0
3.8,2,2,2,1.8,65,148,1,3,1,2.4,1.6,7106,1,medium,0
3.5,2,3,5,4.2,79,206,2,4,3,4.2,2.8,4583,0,high,0
1.8,1,2,5,4.2,86,160,2,3,2,4.2,3.0,1977,0,high,0
3.5,3,4,4,4.2,80,198,2,6,3,4.2,2.4,5380,0,medium,0
3.5,1,2,4,1.8,90,232,1,5,1,4.2,2.8,1783,1,medium,0
3.8,1,1,2,1.8,73,131,1,3,1,2.4,2.4,1986,1,low,0
3.5,2,3,4,4.2,76,180,4,3,3,4.2,2.8,5677,0,low,0
3.5,3,3,4,4.2,73,199,2,2,2,4.6,2.6,5855,0,low,0
3.5,3,2,5,4.2,79,189,3,4,2,4.6,2.8,4166,0,low,1
3.8,2,1,2,1.8,62,142,1,3,2,2.4,3.2,6064,1,medium,0
3.8,1,2,3,4.2,61,141,1,2,1,2.4,2.0,1139,0,low,0
3.8,1,1,5,4.2,77,238,1,4,2,2.4,2.4,2675,0,high,0
3.5,2,2,3,4.2,76,228,4,4,2,4.6,3.2,4068,0,low,0
3.8,1,2,2,1.8,71,128,2,3,1,2.4,2.2,1047,1,low,0
3.8,1,1,2,1.8,66,139,1,3,2,2.4,2.2,1772,1,low,0
3.5,3,4,4,4.2,78,273,3,10,2,4.2,2.8,4896,0,medium,0
3.8,2,1,4,4.2,85,163,2,3,1,2.4,1.8,1356,0,medium,0
3.8,2,2,2,1.8,75,159,2,3,1,2.4,2.6,1316,1,low,0
3.8,2,1,3,4.2,77,250,2,3,1,2.4,2.0,2329,0,medium,0
3.5,4,2,3,4.2,79,264,4,2,3,4.2,2.8,5702,0,low,0
3.8,2,2,3,4.2,90,193,1,2,1,2.4,2.4,3909,0,medium,0
3.5,4,2,4,4.2,78,231,3,3,3,4.2,3.4,4449,0,low,0
3.5,3,3,3,4.2,75,206,4,3,4,4.2,3.2,5676,0,medium,0
3.5,3,4,3,4.2,79,204,2,2,4,4.2,2.8,5399,0,medium,1
3.5,2,2,7,1.8,86,267,2,4,1,4.2,2.2,1892,1,medium,0
3.5,4,4,4,4.2,77,144,3,4,2,4.2,3.4,4316,0,medium,0
3.8,1,1,3,4.2,89,185,1,2,1,2.4,2.6,3883,0,medium,0
3.8,2,1,2,1.8,64,145,2,3,1,2.4,1.8,1119,1,low,0
3.5,1,2,7,1.8,86,291,2,4,1,4.2,2.6,1248,1,high,0
3.8,2,2,2,1.8,60,151,2,3,1,2.4,1.6,1893,1,low,0
3.5,4,2,4,4.2,70,152,4,2,3,4.2,3.8,5396,0,high,0
1.8,1,2,5,4.2,89,147,2,6,2,4.2,2.0,1145,0,medium,1
3.8,1,2,6,4.2,76,253,2,4,1,2.4,2.8,3749,0,medium,0
3.8,1,2,2,1.8,60,150,1,3,1,2.4,2.6,1520,1,low,0
3.8,2,1,5,4.2,77,218,2,2,2,2.4,1.4,2053,0,low,0
3.5,2,3,3,4.2,76,154,3,4,3,4.2,3.4,4921,0,high,0
3.8,1,1,5,4.2,86,162,2,3,1,4.2,2.2,1233,0,high,0
3.8,2,1,2,1.8,63,145,1,3,2,2.4,2.4,1439,1,high,0
3.5,2,2,4,4.2,72,133,3,6,2,4.2,3.0,4879,0,medium,0
3.5,2,1,7,1.8,86,255,2,4,2,4.6,1.6,1372,1,medium,0
3.8,1,2,2,4.2,78,238,2,3,1,2.4,2.2,2092,0,low,0
3.8,1,2,2,1.8,73,151,1,3,1,2.4,2.2,6309,1,medium,0
1.8,1,2,5,4.2,87,199,1,4,1,4.2,2.6,3473,0,low,0
3.5,3,3,4,4.2,75,206,4,5,2,4.2,3.6,5941,0,medium,0
3.5,3,2,4,4.2,75,150,2,3,3,4.2,4.0,4470,0,low,1
3.8,2,1,2,1.8,62,151,2,3,1,2.4,2.4,1788,1,low,0
3.5,4,2,4,4.2,78,173,4,3,3,4.2,3.2,4810,0,low,0
1.8,1,2,4,4.2,88,146,1,4,1,4.2,3.4,1606,0,low,1
3.5,3,3,5,4.2,76,241,2,3,3,4.2,2.4,5342,0,low,0
3.5,4,3,4,4.2,75,255,2,3,3,4.2,2.8,5865,0,low,1
1.8,2,2,2,4.2,63,171,2,3,1,4.2,1.8,1101,0,medium,0
3.5,2,2,4,4.2,75,175,3,6,2,4.2,2.0,5445,0,low,0
3.5,1,1,6,1.8,89,152,2,2,1,4.2,2.6,1340,1,low,0
3.5,2,3,3,4.2,77,221,2,2,3,4.2,3.4,4312,0,low,0
1.8,1,1,3,4.2,79,265,1,3,2,4.2,3.0,2194,0,medium,0
3.5,1,2,5,1.8,90,242,2,5,2,4.2,2.0,1717,1,medium,0
1.8,1,1,4,4.2,79,253,2,3,2,4.2,2.0,3096,0,low,0
3.5,1,2,7,1.8,85,253,2,4,1,4.2,2.0,1294,1,low,1
3.5,1,1,4,1.8,89,228,1,5,2,4.6,2.2,1996,1,low,0
3.5,2,3,2,4.2,76,285,3,3,2,4.6,3.8,4427,0,high,0
3.8,2,1,2,1.8,74,132,2,3,1,2.4,2.2,1021,1,low,0
3.5,3,4,5,4.2,77,254,4,2,4,4.2,1.6,4180,0,medium,0
3.8,2,1,3,1.8,85,301,1,3,2,2.4,3.2,1030,1,low,0
3.8,1,1,4,4.2,89,165,1,3,1,2.4,2.8,1293,0,medium,0
3.8,1,1,3,4.2,88,192,1,3,2,2.4,1.4,3331,0,medium,0
1.8,1,2,2,4.2,64,169,1,3,1,4.2,2.6,1279,0,medium,1
3.5,4,4,4,4.2,74,187,2,2,2,4.2,4.0,5524,0,medium,0
3.5,2,3,2,4.2,78,252,4,4,4,4.6,3.0,4787,0,medium,0
3.5,4,3,4,4.2,70,173,3,3,3,4.2,2.4,5128,0,medium,0
3.8,2,1,4,4.2,76,276,1,4,1,2.4,2.8,3919,0,low,0
1.8,1,1,6,4.2,85,130,1,6,2,4.2,1.8,1971,0,low,1
3.5,4,3,3,4.2,76,260,2,2,2,4.2,2.8,5044,0,low,0
3.5,3,3,3,4.2,75,137,4,3,2,4.2,2.6,5497,0,low,0
3.5,1,2,6,1.8,89,245,1,4,1,4.6,3.4,1594,1,low,0
3.5,4,2,3,4.2,72,156,4,7,2,4.2,3.0,5313,0,medium,0
1.8,1,1,3,4.2,87,188,2,2,1,4.2,1.6,2074,0,low,0
3.5,3,2,3,4.2,78,248,3,2,3,4.2,2.6,5703,0,medium,0
3.8,1,1,2,1.8,62,130,1,3,2,2.4,2.8,1176,1,low,0
3.8,1,2,4,4.2,80,271,1,3,1,2.4,3.0,3336,0,low,0
3.5,3,3,3,4.2,76,231,2,3,2,4.2,4.2,5046,0,low,0
3.5,4,3,3,4.2,78,263,2,3,3,4.2,3.8,4181,0,medium,0
3.8,2,2,2,1.8,72,140,2,3,1,2.4,2.4,8394,1,medium,0
1.8,2,2,4,4.2,86,132,1,4,2,4.2,2.4,1767,0,medium,0
3.5,2,3,5,4.2,77,266,3,2,2,4.2,3.4,5712,0,medium,0
1.8,1,2,3,4.2,74,162,1,3,1,4.2,2.4,1693,0,low,0
3.5,2,1,4,1.8,87,220,2,5,2,4.2,3.6,1817,1,low,0
3.5,3,4,3,4.2,74,194,2,3,3,4.2,3.8,5721,0,medium,0
3.8,1,1,4,4.2,77,259,2,2,1,2.4,2.2,3368,0,medium,0
3.5,3,4,4,4.2,79,202,3,3,3,4.2,3.4,4299,0,medium,0
3.8,2,1,5,4.2,75,235,1,3,1,2.4,2.2,3367,0,medium,0
3.5,2,2,6,1.8,90,251,2,4,2,4.2,2.2,1230,1,low,0
3.5,3,3,5,4.2,80,269,4,3,2,4.2,3.6,5031,0,low,0
3.8,2,1,4,4.2,90,179,2,3,1,2.4,2.4,1684,0,low,0
3.8,1,2,2,1.8,66,136,1,3,2,2.4,2.8,1997,1,high,0
1.8,1,2,4,4.2,89,151,2,2,1,4.2,1.6,1114,0,medium,0
3.5,3,2,5,4.2,73,139,2,4,3,4.2,2.4,4433,0,medium,0
3.5,4,3,3,4.2,75,261,3,4,3,4.2,2.6,5722,0,low,0
3.5,2,3,3,4.2,77,159,2,3,3,4.2,3.6,5044,0,low,0
3.5,2,2,5,1.8,85,232,1,5,2,4.2,3.0,1776,1,low,0
1.8,1,2,3,4.2,69,141,1,2,2,4.2,3.0,1297,0,low,1
3.8,2,2,2,1.8,74,142,2,3,1,2.4,2.0,1593,1,low,0
3.5,3,3,3,4.2,73,146,2,3,3,4.2,3.2,4126,0,medium,0
3.8,2,2,4,4.2,76,269,2,2,2,2.4,2.2,2104,0,medium,0
3.8,1,2,3,4.2,89,199,1,10,2,2.4,2.6,3627,0,medium,0
3.5,2,2,5,4.2,77,259,2,3,3,4.2,2.4,5725,0,low,0
3.8,1,2,2,1.8,72,154,1,3,1,2.4,2.4,7422,1,medium,0
3.8,1,2,4,4.2,75,212,2,2,2,2.4,3.0,2482,0,medium,0
3.8,5,2,2,1.8,65,160,2,3,2,2.4,2.8,1241,1,low,0
1.8,2,1,4,4.2,78,267,2,3,2,4.2,1.4,3742,0,low,1
3.5,2,3,4,4.2,78,252,3,3,2,4.2,3.0,5769,0,medium,0
3.8,2,2,3,4.2,74,168,1,2,2,2.4,2.2,1557,0,medium,0
3.5,2,2,3,4.2,78,248,2,2,3,4.2,3.6,5287,0,high,0
3.8,1,2,3,4.2,79,265,2,4,1,4.2,4.6,2249,0,low,0
1.8,1,1,4,4.2,75,238,2,10,2,4.2,2.8,3860,0,medium,1
1.8,1,1,3,4.2,66,171,2,3,1,4.2,2.6,1075,0,medium,0
3.5,3,3,5,4.2,76,182,4,4,3,4.2,4.0,4770,0,medium,0
3.5,3,3,3,4.2,76,228,2,2,3,4.6,3.2,4470,0,low,0
3.5,2,2,3,4.2,77,253,3,4,2,4.6,3.4,4761,0,medium,0
3.5,1,2,7,1.8,89,255,1,4,1,4.2,3.2,1088,1,medium,0
3.5,4,3,4,4.2,74,196,4,3,4,4.6,3.0,5216,0,medium,0
0.0,4,2,4,4.2,78,226,4,2,2,4.6,3.2,4332,0,low,1
3.5,3,2,3,4.2,77,271,3,3,2,4.2,2.8,4889,0,low,0
3.8,2,1,2,1.8,63,135,2,3,2,2.4,2.6,1311,1,low,0
3.5,4,3,4,4.2,76,265,4,3,4,4.6,2.2,5385,0,medium,0
3.5,2,3,3,4.2,72,184,3,3,3,4.2,2.6,4161,0,medium,0
3.5,3,3,3,4.2,78,202,3,2,3,4.2,3.8,5328,0,medium,0
3.5,2,2,3,4.2,79,196,3,4,2,4.2,2.8,5031,0,low,0
3.5,3,2,3,4.2,74,156,3,2,3,4.2,3.0,5107,0,medium,0
3.8,4,2,2,4.2,61,100,5,6,2,2.4,2.4,1157,0,medium,1
3.8,1,1,2,1.8,72,130,2,3,1,2.4,2.2,1688,1,low,0
3.5,4,3,4,4.2,77,195,2,3,3,4.2,2.6,5783,0,low,0
3.5,2,3,4,4.2,80,220,3,3,2,4.6,2.2,5896,0,low,0
3.8,2,2,4,4.2,86,163,1,3,1,2.4,1.8,1535,0,medium,0
1.8,2,2,3,4.2,74,155,1,2,2,4.2,3.2,1490,0,medium,1
3.8,1,2,4,4.2,80,243,2,4,2,2.4,2.6,3821,0,medium,0
1.8,1,2,5,4.2,87,167,1,2,1,4.2,2.6,1140,0,low,0
3.5,2,2,3,4.2,80,237,2,4,2,4.2,2.4,5761,0,low,1
3.5,2,2,7,1.8,89,285,1,4,2,4.2,2.2,1591,1,low,0
3.5,4,4,4,4.2,78,229,3,4,2,4.2,3.2,5378,0,medium,0
1.8,2,2,3,4.2,78,238,1,2,2,4.2,2.8,2726,0,medium,0
3.5,4,3,6,4.2,77,206,3,6,3,4.2,3.6,4014,0,low,0
3.8,1,1,2,1.8,66,132,1,3,1,2.4,2.6,1199,1,low,0
3.5,2,4,3,4.2,79,133,2,3,3,4.2,2.2,5026,0,medium,0
3.8,1,2,4,4.2,76,269,2,3,2,2.4,3.2,2099,0,medium,0
3.5,2,1,4,1.8,87,234,1,5,1,4.2,3.8,1087,1,low,0
3.5,4,2,2,4.2,80,192,4,3,2,4.2,4.2,4774,0,low,0
3.5,3,3,4,4.2,74,182,4,3,3,4.2,3.2,4473,0,medium,0
3.5,2,2,4,4.2,79,198,4,2,2,4.2,3.4,4108,0,medium,0
3.5,4,3,3,4.2,80,250,3,4,2,4.2,2.6,4717,0,medium,0
3.8,2,1,2,4.2,71,148,2,2,1,2.4,2.2,1616,0,medium,1
3.5,2,1,3,1.8,90,249,2,5,1,4.2,2.2,1752,1,medium,0
3.8,2,1,3,4.2,70,147,1,4,1,2.4,2.4,1291,0,medium,0
3.5,3,2,6,4.2,70,153,3,5,2,4.2,2.8,4597,0,low,1
3.5,2,1,6,1.8,86,285,1,4,2,4.2,1.8,1244,1,medium,0
3.5,4,3,6,4.2,80,202,4,4,4,4.2,2.8,4249,0,medium,1
3.5,2,2,3,4.2,79,239,2,2,3,4.2,2.2,5625,0,medium,0
1.8,1,2,4,4.2,88,162,2,10,1,4.2,3.0,1583,0,high,0
3.5,4,4,5,4.2,77,261,2,4,4,4.2,1.6,4623,0,medium,0
3.5,3,4,6,4.2,78,247,2,6,4,4.2,4.0,4582,0,medium,0
1.8,2,1,6,4.2,90,193,2,4,2,4.2,1.8,2952,0,medium,0
3.8,2,2,2,1.8,65,136,2,3,1,2.4,2.2,6955,1,medium,0
3.5,4,3,5,4.2,80,270,3,3,3,4.2,2.6,4351,0,low,1
3.8,2,1,4,4.2,87,145,2,4,2,4.2,3.0,1210,0,low,0
3.5,4,5,2,4.2,79,225,5,7,2,4.2,3.0,4947,0,high,1
3.8,2,2,2,1.8,72,146,2,3,1,2.4,3.0,1734,1,low,0
3.5,2,2,3,1.8,90,219,2,6,1,4.2,3.0,1837,1,low,0
3.5,2,2,4,4.2,75,198,2,2,2,4.2,3.0,5520,0,low,0
3.5,3,2,5,4.2,74,179,3,2,2,4.2,2.8,5417,0,low,0
3.8,2,2,2,4.2,68,100,1,6,2,2.4,1.6,1574,0,medium,0
3.5,2,2,5,4.2,77,279,2,8,2,4.2,2.4,4785,0,low,0
3.5,3,2,3,4.2,80,165,4,3,2,4.2,3.6,4208,0,high,0
3.8,1,1,5,4.2,90,198,1,5,1,4.2,2.0,2803,0,medium,0
3.8,1,2,5,4.2,77,236,2,4,2,2.4,1.4,2095,0,high,1
3.5,4,3,4,4.2,77,182,4,3,3,4.2,2.6,5197,0,high,1
3.5,2,2,5,1.8,86,249,1,6,2,4.2,3.0,1170,1,low,0
3.5,2,2,7,1.8,89,300,1,4,1,4.2,2.8,1070,1,medium,0
3.5,2,4,3,4.2,78,157,4,3,2,4.2,2.6,4877,0,medium,0
3.5,2,2,2,4.2,78,126,3,5,2,4.2,3.4,5461,0,medium,0
3.5,2,1,6,1.8,88,277,2,4,1,4.6,3.8,1433,1,medium,0
3.8,2,1,2,1.8,71,149,1,3,2,2.4,2.0,1937,1,low,0
3.8,1,2,3,4.2,68,158,1,8,1,2.4,3.8,1707,0,low,1
1.8,1,1,5,4.2,90,181,1,4,2,4.2,2.8,3893,0,medium,1
3.5,3,4,4,4.2,76,260,3,3,2,4.6,3.0,5770,0,medium,0
1.8,2,1,5,4.2,76,238,2,3,1,4.2,2.6,3832,0,low,0
3.5,4,4,4,4.2,79,271,3,3,4,4.2,2.2,5902,0,medium,0
3.8,2,1,2,1.8,60,138,1,3,2,2.4,2.6,1860,1,low,0
3.5,4,2,4,4.2,75,255,4,3,2,4.2,3.8,4562,0,medium,0
3.8,2,1,2,1.8,66,136,1,3,1,2.4,1.8,6476,1,medium,0
1.8,1,2,5,4.2,90,110,2,5,2,4.2,2.6,1011,0,low,1
1.8,2,2,5,4.2,80,266,1,7,2,4.2,2.4,2056,0,low,0
3.5,2,2,4,1.8,85,260,2,5,1,4.2,3.0,1832,1,low,0
3.5,4,3,5,4.2,75,259,3,3,2,4.2,3.2,4315,0,medium,0
3.8,1,2,2,1.8,64,147,1,3,2,2.4,3.4,1529,1,low,0
1.8,1,1,4,4.2,76,207,2,2,1,4.2,3.4,3242,0,low,1
3.5,3,3,3,4.2,77,180,2,7,4,4.2,2.6,5068,0,medium,0
3.5,2,2,4,4.2,79,202,2,3,2,4.2,3.8,4955,0,low,0
3.5,3,3,3,4.2,72,187,3,2,3,4.6,3.4,5448,0,low,0
3.5,1,1,6,1.8,86,244,1,4,1,4.2,2.0,1867,1,low,0
3.5,4,2,3,4.2,77,238,3,8,2,4.2,3.2,4943,0,medium,0
3.5,1,1,6,1.8,89,266,1,4,2,4.2,2.6,1983,1,medium,1
3.5,2,4,4,4.2,80,252,3,3,2,4.2,1.8,5782,0,medium,1
3.8,2,2,4,4.2,78,253,2,2,2,2.4,2.0,3554,0,low,1
3.5,2,3,4,4.2,75,211,4,7,3,4.2,3.2,5652,0,high,0
3.5,1,2,6,1.8,86,134,1,3,1,4.2,2.0,1278,1,medium,0
3.5,1,2,7,1.8,86,291,1,4,2,4.2,2.2,1216,1,low,0
3.5,2,1,6,1.8,87,282,2,4,2,4.2,2.4,1364,1,low,0
3.8,2,2,2,1.8,60,137,2,3,1,2.4,2.6,1356,1,low,0
1.8,1,1,2,4.2,75,225,2,10,2,4.2,1.8,2690,0,high,0
3.5,4,4,4,4.2,71,138,2,2,2,4.2,3.0,5297,0,medium,0
3.5,2,2,6,1.8,90,295,2,4,2,4.2,2.2,1981,1,medium,0
3.8,2,2,5,4.2,88,149,2,4,2,2.4,2.2,1068,0,medium,0
3.5,3,2,3,4.2,76,205,2,2,3,4.2,3.2,4853,0,low,0
3.8,1,1,2,1.8,72,128,2,3,1,2.4,2.4,7179,1,medium,0
3.5,4,3,4,4.2,78,261,2,2,3,4.2,2.2,5926,0,medium,0
3.8,1,2,2,1.8,60,154,2,3,2,2.4,1.2,1550,1,low,0
0.0,4,2,3,4.2,77,248,3,3,3,4.6,1.8,5171,0,medium,0
3.8,2,2,5,4.2,77,262,2,2,1,2.4,3.0,3744,0,medium,0
3.8,2,1,5,1.8,87,161,2,5,1,2.4,2.8,1039,1,high,0
3.5,2,2,4,4.2,75,251,2,3,3,4.2,4.4,5986,0,high,0
3.8,2,2,3,1.8,87,301,1,3,2,2.4,1.6,1084,1,low,0
3.5,2,3,3,4.2,79,250,4,5,3,4.2,2.4,5762,0,medium,0
3.5,3,3,4,4.2,71,139,4,3,4,4.6,3.2,4275,0,medium,0
1.8,1,1,3,4.2,90,183,2,3,1,4.2,3.0,3158,0,medium,0
3.8,2,1,2,1.8,63,140,2,3,1,2.4,1.6,1012,1,low,0
3.8,1,1,2,1.8,61,136,1,3,1,2.4,2.6,6958,1,medium,0
3.8,2,2,2,1.8,61,160,1,3,1,2.4,1.8,1379,1,low,0
3.8,1,1,3,4.2,69,157,2,4,1,2.4,1.8,1032,0,low,0
3.8,1,1,2,1.8,64,144,1,3,1,2.4,2.8,7108,1,medium,0
3.5,2,3,3,4.2,78,264,3,4,3,4.2,2.8,4324,0,medium,0
3.5,2,3,2,4.2,78,239,4,6,2,4.2,3.4,4022,0,medium,1
1.8,1,1,5,4.2,90,191,2,2,2,4.2,1.6,2059,0,high,1
3.8,2,1,4,4.2,85,157,2,3,1,2.4,2.6,1419,0,low,0
1.8,1,1,3,4.2,75,237,1,3,1,4.2,2.8,3761,0,medium,0
3.5,4,3,3,4.2,77,167,3,2,3,4.2,3.6,4141,0,low,0
3.8,2,1,6,4.2,77,205,2,3,2,2.4,2.2,2064,0,low,0
3.5,1,1,5,1.8,85,250,2,4,2,4.2,2.2,1247,1,medium,0
3.5,4,3,5,4.2,78,223,2,3,3,4.2,2.8,4373,0,low,0
1.8,2,2,3,4.2,79,223,1,4,1,4.2,2.4,3955,0,low,1
1.8,2,2,5,4.2,79,230,1,6,2,4.2,2.2,3604,0,low,0
3.8,2,1,3,4.2,67,162,2,7,2,2.4,2.2,1278,0,medium,0
3.5,2,4,2,4.2,73,149,2,4,4,4.2,2.4,4598,0,medium,0
3.8,1,2,2,4.2,69,158,2,2,1,2.4,2.6,1788,0,medium,0
3.8,2,1,3,4.2,70,156,2,2,2,2.4,2.2,1145,0,low,0
3.8,1,1,5,1.8,88,271,1,5,2,2.4,2.2,1813,1,high,0
3.8,2,1,2,1.8,60,140,2,3,2,2.4,2.2,7607,1,medium,0
3.8,2,2,4,4.2,87,158,2,3,1,2.4,2.2,1294,0,medium,0
3.8,2,1,4,4.2,75,258,1,3,1,4.2,2.6,3928,0,medium,0
3.8,2,2,2,1.8,60,138,1,3,2,2.4,3.0,6755,1,medium,0
3.5,3,2,5,4.2,73,189,2,3,2,4.2,2.4,5830,0,medium,0
3.5,4,4,3,4.2,79,236,4,3,4,4.2,2.0,5851,0,medium,1
3.8,2,1,5,4.2,89,196,2,3,2,4.2,2.8,2957,0,medium,0
3.5,3,4,5,4.2,72,171,4,2,3,4.2,3.8,5385,0,medium,0
3.5,3,2,5,4.2,75,269,2,2,2,4.2,3.8,5672,0,medium,0
3.8,1,2,3,4.2,62,144,2,3,1,2.4,4.4,1693,0,medium,0
3.8,2,1,4,4.2,85,154,1,6,2,2.4,3.2,1439,0,medium,1
3.5,3,2,4,4.2,79,204,3,3,2,4.2,3.2,5614,0,medium,0
3.5,3,3,5,4.2,76,250,3,4,2,4.2,3.2,4183,0,low,0
3.8,1,2,4,4.2,78,214,2,2,2,2.4,2.4,2257,0,medium,1
3.5,3,3,3,4.2,75,213,2,3,3,4.2,4.0,4535,0,low,0
1.8,2,1,3,4.2,78,256,2,3,1,4.2,2.0,2971,0,low,1
3.5,2,1,6,1.8,88,253,2,4,1,4.2,2.0,1961,1,medium,0
3.5,3,3,3,4.2,76,202,2,4,2,4.2,3.2,4003,0,low,0
3.5,2,1,6,1.8,88,295,1,4,1,4.2,2.8,1963,1,medium,0
3.8,2,2,2,1.8,70,145,1,3,2,2.4,3.2,1695,1,low,0
3.8,2,1,2,4.2,77,211,2,3,2,2.4,2.6,2258,0,low,0
3.5,1,2,5,1.8,88,241,1,5,2,4.6,3.6,1116,1,low,0
3.8,4,2,6,4.2,87,190,5,5,2,2.4,2.4,2739,0,medium,0
3.5,1,1,5,1.8,90,236,1,5,1,4.6,2.2,1017,1,medium,0
3.5,3,3,3,4.2,71,139,2,3,2,4.2,2.4,4060,0,low,0
3.5,2,2,4,4.2,74,147,2,3,2,4.2,2.2,4534,0,medium,0
3.8,1,1,2,1.8,72,145,2,3,2,2.4,3.0,1694,1,low,0
3.5,2,2,5,4.2,75,179,4,3,2,4.2,3.4,4325,0,medium,0
3.5,2,1,6,1.8,89,279,2,4,2,4.2,2.4,1128,1,low,0
3.8,1,2,2,1.8,68,147,1,3,1,2.4,2.4,7240,1,medium,0
3.8,2,1,2,4.2,68,157,1,6,2,2.4,1.8,1764,0,high,0
3.5,2,2,6,1.8,85,247,2,4,2,4.2,3.2,1783,1,medium,0
