Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
IT,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,145,3,0,0,low,8,5,1,5,4,1,2,1,2,2,3,1,4,5,4,2,1,5,2,1694,72,8,1
Operations,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,5,179,3,0,0,medium,5,2,3,1,5,2,4,2,2,2,4,3,3,5,1,2,3,3,2,4325,75,6,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,6,279,4,0,0,low,9,4,1,3,2,2,2,1,2,2,4,2,3,1,4,1,5,1,4,1128,89,2,1
Operations,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,147,3,0,0,medium,19,2,1,4,4,1,1,2,1,1,1,2,3,5,4,2,4,4,5,7240,68,6,1
Sales,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,2,157,6,0,0,high,17,5,2,1,1,2,1,1,2,2,1,1,4,1,3,2,3,4,3,1764,68,6,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.77,6,247,4,0,0,medium,10,1,2,1,2,2,2,2,2,2,2,2,5,5,2,2,5,3,5,1783,85,4,1
IT,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,235,4,1,0,low,50,4,1,2,3,2,1,2,2,2,1,2,3,4,2,1,1,4,1,2020,77,9,0
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,4,180,2,0,0,medium,7,3,2,3,4,4,3,4,4,3,2,2,2,1,4,5,1,2,4,5546,74,9,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,4,256,4,0,0,low,8,5,3,3,2,3,3,2,3,3,3,3,3,1,3,2,3,2,3,5244,75,8,0
IT,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.92,7,269,4,0,0,medium,2,5,2,1,2,1,2,2,2,1,4,1,2,1,5,2,3,2,1,1592,85,3,1
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,4,279,6,0,0,medium,2,3,2,5,4,3,3,3,4,2,1,4,1,4,5,1,2,1,3,5405,78,5,0
IT,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,4,168,3,0,0,low,35,4,2,1,3,1,2,1,2,2,2,1,5,2,2,1,4,2,4,1434,89,7,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,5,263,5,0,0,low,5,4,3,2,5,1,1,2,2,1,2,1,3,1,2,1,5,2,1,1181,87,4,1
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,4,176,4,0,0,high,52,4,1,4,2,1,1,2,1,2,1,1,3,1,1,1,1,1,1,1096,85,6,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,3,198,2,0,0,medium,62,5,2,5,2,2,1,2,1,2,2,2,4,5,2,1,2,5,5,3015,87,6,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,3,168,2,1,0,medium,14,4,1,4,5,2,2,1,2,2,2,1,2,4,3,2,3,1,3,1078,61,10,0
Warehouse,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,3,173,2,0,0,medium,19,1,3,2,1,2,1,2,2,1,3,2,5,1,2,1,2,4,3,1447,66,6,0
Human Resources,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,4,207,2,1,0,medium,31,5,4,2,4,2,1,2,1,1,5,2,2,2,3,2,3,4,4,2204,79,10,0
Sales,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,4,265,3,0,0,medium,9,4,5,5,4,1,2,1,2,1,3,2,3,3,2,2,1,3,4,3970,79,7,0
Operations,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,2,255,2,1,0,medium,9,1,4,1,1,4,4,4,3,2,5,3,5,1,3,1,5,1,4,5936,77,6,0
Human Resources,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,3,188,3,0,0,high,5,2,2,5,2,1,2,2,1,2,1,2,1,5,2,2,2,3,3,3433,89,10,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,4,266,2,0,0,low,8,2,5,1,4,4,4,3,3,2,2,2,5,5,4,2,3,5,1,5516,79,3,0
Finance,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,3,155,3,0,0,medium,5,3,2,5,3,4,4,4,4,3,4,2,3,3,1,1,4,4,4,4957,70,8,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,3,137,4,1,0,high,62,5,2,4,2,2,2,1,2,2,4,1,5,1,2,2,3,3,2,1477,60,8,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,141,3,1,0,medium,6,4,1,4,2,1,2,1,1,1,3,2,1,4,4,2,1,2,3,1313,89,8,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,3,215,4,0,0,high,2,2,2,4,2,3,2,3,3,2,5,4,5,5,3,1,3,4,4,4673,79,6,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.43,3,194,2,1,0,medium,18,4,2,4,3,2,2,2,1,1,5,2,5,3,1,2,3,4,4,3703,86,7,0
Sales,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,3,245,6,0,0,high,9,5,5,1,3,3,4,2,2,4,4,2,3,4,4,2,3,3,1,4793,80,2,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,5,258,3,0,0,medium,7,1,4,1,3,2,3,4,3,4,3,4,5,1,3,2,1,3,2,4466,77,7,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.92,7,269,4,0,0,medium,4,1,5,3,5,2,2,2,1,1,4,1,3,5,3,2,2,4,5,1118,86,8,1
Human Resources,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,4,178,2,0,0,medium,49,4,5,5,5,1,2,1,1,2,3,2,3,5,4,2,3,2,1,1108,87,7,0
Human Resources,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,150,2,0,1,low,29,5,4,5,2,4,5,1,2,1,2,1,1,2,2,1,4,3,5,1934,74,6,0
Sales,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,4,212,3,1,0,medium,50,4,5,2,5,1,2,1,2,1,1,2,2,5,4,2,3,2,1,2073,80,8,0
Warehouse,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.46,2,186,2,0,0,low,45,4,2,1,4,2,1,1,1,5,4,5,1,5,5,1,1,1,3,3234,86,8,0
Operations,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,5,184,3,0,0,low,4,2,1,4,4,4,3,3,2,4,5,2,2,1,1,1,4,1,4,4552,80,4,0
Sales,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.52,2,158,3,0,0,medium,8,5,5,5,2,1,2,2,2,1,1,2,5,2,1,2,4,1,3,6721,70,8,1
Warehouse,Manager,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,3,258,3,0,0,low,21,5,2,2,5,1,1,1,1,2,3,1,3,5,2,2,5,1,5,3446,76,6,0
IT,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.65,3,172,10,0,1,high,30,1,5,5,5,5,1,5,1,2,1,2,2,3,5,1,5,1,4,1294,75,10,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,5,189,3,0,0,low,10,5,3,5,1,2,2,3,3,2,1,3,1,5,5,1,5,1,3,5554,78,7,0
IT,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,4,132,3,0,0,medium,5,4,1,5,3,2,2,4,4,2,5,2,5,3,5,1,3,2,4,4613,75,3,0
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.5,3,229,3,0,0,low,26,3,5,5,5,2,1,2,1,2,1,1,4,5,4,1,3,4,1,3786,75,8,0
Finance,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,3,268,3,0,0,low,47,1,5,2,5,2,2,1,1,1,2,1,1,4,2,2,3,5,2,2479,77,10,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,3,242,8,0,0,medium,8,1,2,5,5,3,3,4,2,4,2,4,5,2,1,1,1,1,4,5401,76,5,0
Sales,Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,4,261,3,1,0,low,33,4,5,4,3,2,1,2,1,2,3,1,3,1,5,2,4,3,4,3678,77,7,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,3,124,2,0,0,medium,1,5,5,4,5,2,3,2,3,3,4,3,1,5,2,1,4,5,4,5709,75,8,0
Sales,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,3,273,2,1,0,medium,39,4,4,3,3,1,2,2,2,1,1,2,1,4,2,1,1,5,1,2651,78,8,0
Sales,Level 1,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,5,208,8,1,0,low,62,2,4,3,1,2,1,1,1,1,3,2,4,5,1,1,4,5,4,3450,77,10,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.75,4,258,3,0,0,high,10,2,3,4,3,4,3,2,2,2,4,3,2,3,3,1,4,3,1,4643,75,6,0
Warehouse,Manager,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,4,135,2,0,0,medium,64,1,2,5,4,2,2,2,1,2,1,2,3,4,4,1,1,4,3,1471,86,7,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.47,2,151,3,0,0,medium,20,4,1,2,5,1,1,1,2,1,5,1,5,4,5,2,3,5,4,6298,72,10,1
Operations,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,6,248,5,0,0,low,65,5,5,5,1,2,2,2,2,2,4,1,3,2,4,2,1,4,3,2554,80,10,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.91,4,243,5,1,0,medium,1,1,4,5,1,2,4,2,2,3,4,4,5,1,4,4,3,4,4,4624,79,9,0
IT,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.53,2,140,3,0,0,low,4,3,2,2,5,2,1,2,2,2,2,2,1,3,4,2,1,1,2,1606,70,10,1
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.45,4,137,3,1,0,medium,33,1,1,2,2,1,2,2,2,2,5,2,2,4,5,2,4,1,5,1507,89,6,0
Human Resources,Level 1,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,4,259,2,0,0,medium,54,2,1,4,4,1,1,2,1,2,1,2,5,4,5,2,3,4,1,2244,80,7,0
Finance,Senior Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,4,161,3,0,0,medium,10,2,5,1,1,2,1,2,1,2,4,1,1,5,5,2,2,5,3,1928,86,9,0
Sales,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,4,273,4,0,0,medium,1,3,1,4,3,3,2,2,4,2,3,2,3,5,5,1,4,4,1,4585,78,2,0
Warehouse,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,5,182,2,0,0,medium,23,1,2,2,2,2,1,1,2,1,4,1,2,2,1,2,3,4,2,2707,89,9,0
Finance,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,139,3,1,0,low,64,2,4,5,3,1,2,1,2,2,1,1,1,3,2,2,5,3,5,1617,86,7,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,7,261,5,0,0,low,6,4,5,4,4,1,1,1,2,2,2,2,2,1,2,2,2,3,1,1334,88,3,1
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,3,151,3,0,0,low,7,1,4,3,2,3,3,2,3,3,3,3,3,3,3,2,4,5,1,4072,75,5,0
IT,Level 2-4,1,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,5,5,4,4,3,1.0,4,188,4,1,0,medium,7,3,3,2,5,4,2,4,2,3,1,2,5,1,4,1,4,4,4,4024,75,8,0
IT,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.55,2,134,3,0,0,low,16,3,1,2,3,1,1,1,1,1,4,1,2,1,4,2,3,3,1,1388,63,7,1
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,4,169,10,0,0,medium,6,3,1,4,3,3,3,4,3,4,3,3,5,1,1,2,2,2,1,5106,72,7,0
Sales,Manager,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,3,272,3,0,0,medium,40,2,1,1,5,2,1,1,2,2,3,2,1,1,3,2,5,4,4,3766,75,9,0
Operations,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.81,6,266,4,1,0,medium,2,1,2,3,1,1,2,1,2,1,4,1,2,5,3,5,2,5,4,1862,87,8,1
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,5,248,5,0,0,low,3,1,1,3,5,1,2,1,1,2,3,2,3,1,2,2,2,5,2,1642,87,9,1
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,3,238,2,0,0,low,9,1,4,3,4,4,4,3,3,3,4,3,1,2,5,1,2,4,3,5158,80,2,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.5,2,139,3,0,0,medium,61,5,4,2,3,1,1,1,1,2,1,1,3,2,2,2,5,4,1,6010,66,6,1
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,4,174,2,0,0,low,8,2,2,3,4,2,2,3,2,4,5,3,3,4,2,2,4,5,4,4295,75,3,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,4,237,2,0,0,low,1,2,5,3,2,4,4,3,3,2,3,4,3,1,1,2,5,4,5,5261,77,1,0
Human Resources,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.51,2,155,3,0,0,low,59,2,5,4,3,1,1,1,1,2,1,1,5,5,2,1,2,5,4,1340,67,9,1
Sales,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,3,198,3,0,0,low,49,3,4,1,4,2,2,1,1,1,4,2,2,3,5,1,4,1,1,2446,87,7,0
Sales,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,3,212,3,0,0,low,19,5,4,3,1,2,2,1,1,1,5,1,4,2,3,2,1,4,4,2703,77,9,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,4,252,4,0,0,low,1,2,2,1,3,4,3,2,3,5,4,4,1,3,3,2,2,5,1,4705,75,7,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.87,4,242,6,0,0,low,8,1,3,2,3,1,1,1,1,2,2,1,5,3,2,2,4,2,2,1419,89,9,1
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.79,6,292,4,0,1,low,8,3,1,4,1,4,5,1,2,1,2,2,1,3,4,1,4,5,5,1925,85,1,1
Sales,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,3,231,2,0,0,low,46,3,3,2,3,1,1,2,2,2,5,2,4,3,4,2,4,2,4,2962,80,6,0
Operations,Senior Director,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,4,145,3,1,0,low,43,4,1,1,5,1,2,2,2,2,5,2,2,3,2,1,2,1,2,1651,86,9,0
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.85,4,178,3,0,0,medium,3,3,3,3,3,2,4,4,4,4,4,3,5,1,4,2,3,2,3,5669,79,4,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.47,2,135,3,0,0,low,24,3,3,4,1,1,1,2,2,2,3,1,2,1,2,2,3,4,5,1663,70,10,1
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,3,149,5,1,0,medium,9,2,2,2,5,2,2,2,3,4,4,2,4,3,2,1,2,1,2,4310,75,2,0
Operations,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.93,5,172,2,0,0,medium,3,1,4,4,4,3,4,3,2,4,5,2,4,5,2,1,4,5,4,4892,77,5,0
Warehouse,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.72,4,177,3,0,0,low,8,2,2,4,2,3,3,2,3,3,3,2,3,2,5,1,4,3,4,4904,73,1,0
Warehouse,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,3,264,3,0,0,low,62,1,3,5,5,2,2,1,1,1,2,1,3,4,5,1,4,5,2,2277,76,9,0
Warehouse,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,4,232,3,0,0,high,46,2,3,1,2,2,1,1,2,1,5,2,4,4,1,1,5,2,5,2835,75,7,0
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,257,3,0,0,medium,4,5,2,1,4,2,4,3,3,3,5,4,4,3,3,2,5,5,5,5196,80,7,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.81,4,260,2,0,0,low,3,4,2,3,4,3,2,2,3,2,1,4,4,4,3,2,2,1,1,5801,77,3,0
Sales,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,3,176,8,0,0,medium,10,3,5,5,2,4,3,3,2,3,4,3,3,2,4,1,1,5,5,4376,80,8,0
IT,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.83,5,270,5,1,0,medium,7,3,3,3,4,2,1,1,1,1,5,2,1,2,1,2,5,3,2,1303,89,8,1
IT,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.87,3,185,2,1,0,low,4,4,1,1,3,2,2,3,2,4,1,3,1,1,3,2,1,3,5,5926,75,2,0
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.82,6,270,4,0,0,low,10,4,4,4,4,2,2,1,2,1,2,2,5,3,4,2,3,2,4,1199,90,9,1
Human Resources,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,219,2,0,0,medium,57,2,2,1,3,1,1,2,1,2,1,2,4,4,4,1,1,1,3,2331,79,10,0
Operations,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,2,123,3,0,0,medium,3,5,3,3,3,1,2,2,2,1,2,1,5,5,5,2,2,5,4,1088,65,10,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,4,204,3,0,0,high,47,5,2,5,5,1,1,2,2,1,1,2,4,2,3,2,1,5,2,2457,78,6,0
Finance,Senior Director,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.85,3,236,6,0,0,medium,10,1,4,4,4,4,2,4,3,4,4,4,3,4,3,5,2,5,5,4858,79,2,0
Operations,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.68,4,171,3,0,0,low,34,2,3,3,5,1,1,2,1,2,5,2,4,4,3,1,2,1,4,1352,86,9,0
Human Resources,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.48,4,238,3,0,0,medium,42,2,3,5,1,2,2,1,1,2,2,2,5,1,4,1,4,4,2,2199,79,10,0
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.78,4,280,6,0,0,high,8,3,4,3,3,2,3,3,3,3,3,4,4,3,1,1,2,2,1,4525,78,4,0
IT,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,6,161,4,0,0,low,10,2,5,4,1,1,2,2,1,1,2,1,3,5,5,1,4,4,5,1683,88,5,1
Finance,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,4,203,4,0,0,low,34,1,2,1,5,1,2,2,1,2,5,1,2,2,1,2,2,1,4,3813,78,8,0
Warehouse,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,3,262,2,0,0,medium,7,5,3,1,3,3,3,4,3,2,2,4,5,3,5,1,4,2,3,4422,77,6,0
Human Resources,Manager,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,3,240,6,0,1,low,21,5,5,5,5,4,5,1,2,2,2,2,5,3,2,1,2,1,1,3559,79,8,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,4,202,4,0,0,medium,4,4,1,4,1,3,4,4,3,2,2,4,5,3,4,1,2,2,3,4053,77,4,0
Warehouse,Level 2-4,1,3,6,1.0,0.0,0.0,0.0,0.0,5,5,4,5,4,1,2,3,2,1,1.0,5,242,5,0,0,low,10,3,4,4,1,1,1,2,2,1,3,2,3,3,5,1,1,2,1,1846,85,8,1
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,2,146,3,0,0,medium,46,5,5,3,3,2,1,2,1,2,5,1,4,1,5,2,4,2,5,6166,72,7,1
Finance,Level 1,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,154,2,0,0,high,4,2,2,2,2,2,2,2,2,1,3,2,5,1,4,2,1,4,3,1009,66,9,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,2,134,3,0,0,low,9,2,1,5,4,2,1,1,1,2,4,1,2,1,2,2,5,2,4,1254,65,7,1
IT,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,3,182,2,0,0,medium,5,3,4,5,2,1,2,2,2,2,5,1,4,2,2,2,3,3,5,2606,85,10,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.77,5,252,4,0,0,medium,4,1,1,2,3,2,2,2,2,2,1,1,1,2,1,1,4,4,2,1837,86,5,1
Finance,Level 2-4,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.64,4,142,2,0,0,low,26,1,3,3,2,1,1,1,2,2,4,1,2,5,3,1,2,4,3,1683,85,6,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,6,269,6,0,0,medium,2,1,4,2,3,3,2,3,4,4,1,2,2,2,4,1,1,2,3,5363,78,5,0
